101.028	149.782
102.564	135.803
104.099	128.679
105.636	127.62
107.171	134.748
108.706	141.697
110.24	141.233
111.776	143.87
113.31	144.87
114.844	144.582
116.378	140.994
117.913	141.238
119.446	133.161
120.979	127.643
122.512	123.018
124.046	124.965
125.579	130.522
127.111	140.431
128.643	142.053
130.176	132.759
131.708	131.865
133.239	131.608
134.77	137.227
136.301	138.473
137.832	141.401
139.364	127.917
140.894	117.256
142.424	121.019
143.954	135.426
145.484	144.343
147.013	137.983
148.544	127.201
150.073	127.479
151.602	123.679
153.13	124.334
154.658	120.859
156.187	135.082
157.714	128.647
159.242	129.093
160.771	129.343
162.298	142.208
163.825	131.346
165.352	118.249
166.879	123.919
168.405	130.907
169.931	132.765
171.457	120.577
172.983	120.809
174.509	117.071
176.034	127.583
177.559	130.759
179.084	136.521
180.609	138.262
182.133	134.523
183.658	126.732
185.182	118.296
186.705	111.951
188.229	108.45
189.753	117.337
191.276	122.162
192.799	123.329
194.321	122.854
195.844	128.845
197.366	122.898
198.888	124.52
200.41	126.781
201.932	117.499
203.454	113.818
204.975	122.588
206.496	125.865
208.017	113.205
209.537	111.543
211.058	131.671
212.576	133.597
214.096	123.603
215.616	115.362
217.136	124.073
218.655	118.119
220.174	111.918
221.693	121.845
223.212	124.292
224.73	124.855
226.247	120.481
227.765	120.832
229.283	112.292
230.801	128.637
232.318	138.071
233.835	129.818
235.351	115.546
236.868	116.372
238.384	121.044
239.901	116.457
241.417	115.268
242.931	114.214
244.447	120.79
245.963	123.026
247.478	122.265
248.993	119.73
250.507	115.141
252.021	115.65
253.536	112.418
255.05	118.845
256.562	117.327
258.076	121.756
259.59	116.848
261.103	120.476
262.615	123.102
264.128	128.049
265.641	124.311
267.152	116.579
268.664	115.358
270.176	114.573
271.688	118.079
273.198	123.275
274.71	131.763
276.221	132.496
277.731	130.454
279.242	130.388
280.752	116.61
282.261	117.984
283.772	130.999
285.282	136.328
286.79	118.643
288.3	104.164
289.807	112.77
291.317	118.86
292.826	124.811
294.333	123.673
295.841	123.575
297.348	122.451
298.856	124.49
300.364	132.966
301.871	128.94
303.378	127.001
304.884	123.668
306.391	125.317
307.896	124.872
309.403	130.006
310.909	122.326
312.414	116.842
313.92	116.833
315.425	124.604
316.93	128.947
318.434	131.857
319.939	133.222
321.443	126.534
322.948	130.239
324.451	129.877
325.955	122.633
327.458	114.514
328.962	121.608
330.464	128.023
331.967	125.567
333.469	112.907
334.972	119.959
336.474	125.584
337.975	124.144
339.477	116.755
340.978	125.971
342.48	124.432
343.98	118.909
345.482	123.85
346.982	140.83
348.482	139.211
349.983	127.221
351.482	124.502
352.983	125.896
354.482	131.328
355.98	128.682
357.48	135.775
358.979	125.232
360.477	125.155
361.976	122.26
363.474	124.013
364.971	126.355
366.47	134.656
367.967	136.877
369.464	128.278
370.962	123.818
372.458	124.286
373.954	130.52
375.452	129.434
376.947	122.917
378.443	113.301
379.94	112.354
381.435	117.971
382.93	135.083
384.425	132.98
385.921	129.547
387.415	121.373
388.909	125.138
390.403	123.196
391.898	124.417
393.392	124.707
394.885	124.628
396.378	127.14
397.872	128.283
399.365	123.632
400.857	117.207
402.35	116.969
403.842	127.656
405.335	134.946
406.827	136.982
408.318	140.287
409.809	131.92
411.3	119.431
412.791	109.193
414.283	124.457
415.773	127.753
417.264	123.871
418.754	124.228
420.243	128.116
421.733	127.821
423.222	127.892
424.711	139.189
426.202	140.594
427.69	135.023
429.179	131.62
430.667	131.635
432.155	140.966
433.643	144.618
435.131	141.239
436.618	131.049
438.106	124.132
439.593	117.063
441.08	121.243
442.566	126.867
444.053	133.807
445.539	131.979
447.025	131.634
448.511	127.86
449.998	127.778
451.483	121.636
452.969	113.641
454.454	111.762
455.939	119.492
457.423	126.736
458.906	130.185
460.39	122.854
461.874	121.367
463.358	127.036
464.842	129.588
466.325	124.394
467.808	118.701
469.291	129.531
470.774	129.423
472.256	125.921
473.739	117.421
475.221	123.235
476.703	121.754
478.185	119.55
479.666	118.107
481.147	122.202
482.627	122.882
484.108	127.585
485.589	128.894
487.069	124.951
488.55	116.776
490.03	116.15
491.509	120.37
492.988	122.838
494.467	116.38
495.947	113.93
497.426	111.579
498.904	115.231
500.383	117.474
501.86	119.802
503.338	116.74
504.816	116.529
506.294	120.751
507.772	124.845
509.248	120.561
510.725	119.692
512.202	117.791
513.679	114.091
515.156	120.864
516.631	128.751
518.107	127.027
519.583	117.672
521.059	118.389
522.533	110.556
524.008	103.732
525.483	113.421
526.957	120.228
528.432	113.929
529.906	110.448
531.381	117.579
532.853	125.177
534.327	119.957
535.801	114.635
537.273	112.414
538.747	117.823
540.22	115.522
541.691	114.814
543.164	109.706
544.636	114.915
546.107	119.148
547.58	123.93
549.05	118.717
550.522	123.519
551.993	130.223
553.463	130.389
554.934	125.89
556.405	119.158
557.875	114.948
559.345	107.671
560.814	109.989
562.284	118.096
563.753	124.089
565.222	118.297
566.692	111.816
568.16	114.393
569.629	118.111
571.096	115.072
572.565	113.058
574.032	122.808
575.5	127.038
576.967	124.545
578.435	116.132
579.901	118.802
581.368	123.82
582.834	130.183
584.301	127.354
585.767	120.485
587.234	117.7
588.699	119.629
590.165	120.87
591.63	113.162
593.095	107.909
594.56	110.117
596.024	117.64
597.489	111.521
598.953	112.267
600.417	115.441
601.881	126.167
603.345	126.61
604.808	124.365
606.271	119.153
607.734	120.69
609.197	120.964
610.66	118.011
612.122	117.357
613.584	119.045
615.046	120.41
616.508	123.718
617.969	124.136
619.431	120.74
620.891	118.336
622.352	116.384
623.814	114.025
625.274	117.786
626.733	118.43
628.194	117.994
629.654	117.223
631.113	116.578
632.573	109.669
634.032	111.073
635.491	121.865
636.949	123.135
638.409	117.108
639.867	114.084
641.325	121.36
642.782	127.566
644.241	128.179
645.698	123.416
647.155	120.568
648.612	121.531
650.07	124.47
651.527	121.656
652.983	116.984
654.439	117.446
655.895	123.666
657.352	124.941
658.807	123.188
660.262	123.936
661.717	120.789
663.172	117.822
664.628	117.25
666.083	123.488
667.537	125.939
668.991	121.101
670.445	111.095
671.898	108.94
673.352	117.721
674.806	123.595
676.259	116.297
677.712	112.231
679.165	118.077
680.617	125.508
682.07	120.718
683.522	117.489
684.973	115.469
686.425	119.24
687.877	126.065
689.328	132.338
690.779	126.663
692.231	120.351
693.682	116.55
695.132	117.582
696.582	119.427
698.032	120.789
699.482	118.08
700.932	118.127
702.381	118.184
703.831	118.343
705.28	118.827
706.728	120.878
708.177	120.892
709.626	123.402
711.074	123.274
712.522	119.219
713.97	115.34
715.417	115.581
716.863	120.188
718.311	120.543
719.758	117.583
721.205	116.675
722.651	120.644
724.098	122.586
725.544	123.957
726.99	124.17
728.436	123.212
729.882	117.393
731.327	113.964
732.773	114.998
734.216	115.974
735.661	116.467
737.106	115.497
738.55	115.473
739.995	114.756
741.439	118.935
742.883	123.033
744.325	122.337
745.768	122.169
747.212	118.849
748.655	115.281
750.098	111.861
751.539	115.07
752.982	119.425
754.424	118.102
755.866	115.941
757.308	118.414
758.748	121.766
760.19	116.627
761.631	113.377
763.072	108.553
764.512	108.324
765.953	115.06
767.393	124.002
768.834	121.369
770.273	116.416
771.712	117.813
773.152	118.646
774.592	114.513
776.03	116.795
777.469	121.452
778.908	122.169
780.345	122.53
781.784	118.854
783.222	114.001
784.659	113.273
786.097	119.155
787.535	121.972
788.971	118.101
790.409	114.489
791.846	117.301
793.282	126.132
794.718	126.252
796.154	121.89
797.59	122.496
799.026	120.963
800.461	113.233
801.897	107.004
803.331	112.12
804.767	117.819
806.202	119.626
807.636	119.13
809.07	118.311
810.504	119.222
811.938	116.481
813.371	120.037
814.805	119.313
816.238	116.631
817.671	117.672
819.105	122.858
820.537	119.621
821.97	118.88
823.402	121.247
824.834	121.726
826.265	119.279
827.698	124.33
829.129	120.709
830.559	115.799
831.991	114.818
833.421	113.105
834.852	108.982
836.282	110.531
837.713	115.724
839.143	120.303
840.573	115.969
842.002	114.884
843.431	114.711
844.861	114.369
846.29	110.604
847.719	110.804
849.147	110.97
850.575	110.901
852.004	110.786
853.432	112.478
854.86	111.826
856.287	111.332
857.714	109.047
859.142	112.755
860.569	114.996
861.995	114.136
863.422	111.51
864.848	113.707
866.274	117.193
867.701	117.018
869.126	112.2
870.552	102.632
871.978	99.1183
873.403	105.326
874.827	115.293
876.252	118.035
877.677	116.018
879.101	123.104
880.525	122.794
881.948	123.108
883.373	111.09
884.796	111.958
886.219	113.437
887.642	120.181
889.066	119.324
890.489	114.927
891.628	121.03
893.053	119.672
894.477	120.573
895.9	113.94
897.324	120.992
898.748	127.583
900.172	132.596
901.596	127.898
903.019	117.6
904.443	114.368
905.866	119.003
907.287	119.26
908.71	121.887
910.132	115.308
911.555	110.032
912.977	106.221
914.398	112.981
915.819	111.079
917.24	113.571
918.662	121.565
920.083	124.237
921.504	122.804
922.923	120.258
924.344	116.815
925.764	113.362
927.184	116.32
928.603	116.045
930.022	113.54
931.442	117.452
932.861	118.714
934.279	117.1
935.698	114.915
937.117	119.59
938.536	121.613
939.953	119.235
941.371	125.625
942.789	132.319
944.205	128.665
945.623	120.153
947.041	120.841
948.458	121.398
949.873	114.761
951.29	118.345
952.707	117.138
954.122	120.366
955.539	121.273
956.955	125.424
958.369	118.764
959.785	127.371
961.199	136.415
962.614	136.582
964.03	130.37
965.443	129.88
966.858	127.193
968.273	127.792
969.686	131.132
971.1	128.312
972.513	126.936
973.926	131.678
975.34	134.767
976.752	130.508
978.165	128.23
979.577	127.703
980.99	131.615
982.401	137.559
983.814	133.687
985.225	130.634
986.637	123.507
988.047	127.639
989.459	136.468
990.87	140.112
992.28	138.586
993.692	134.636
995.101	137.496
996.512	129.992
997.921	125.136
999.332	125.437
1000.74	126.553
1002.15	137.592
1003.56	140.451
1004.97	140.448
1006.38	134.367
1007.78	146.883
1009.19	153.351
1010.6	150.211
1012.01	136.696
1013.42	137.239
1014.82	134.922
1016.23	143.146
1017.64	143.758
1019.05	144.499
1020.45	142.768
1021.86	156.287
1023.27	159.116
1024.67	152.129
1026.08	153.859
1027.48	164.609
1028.89	166.139
1030.29	160.891
1031.7	158.791
1033.1	156.183
1034.51	158.292
1035.91	162.076
1037.32	157.631
1038.72	153.838
1040.13	159.895
1041.53	168.945
1042.93	172.299
1044.34	165.534
1045.74	160.351
1047.14	163.196
1048.55	168.496
1049.95	162.087
1051.35	168.554
1052.75	169.047
1054.15	165.305
1055.56	164.657
1056.96	181.231
1058.36	178.355
1059.76	165.709
1061.16	157.567
1062.56	162.775
1063.96	166.921
1065.36	167.128
1066.76	168.13
1068.16	175.25
1069.56	183.689
1070.96	187.422
1072.36	179.124
1073.76	163.965
1075.16	161.45
1076.56	170.571
1077.96	175.991
1079.36	176.016
1080.76	170.083
1082.15	174.493
1083.55	180.119
1084.95	183.985
1086.35	178.295
1087.74	179.44
1089.14	181.903
1090.54	185.61
1091.93	187.145
1093.33	187.947
1094.73	188.778
1096.12	190.913
1097.52	189.719
1098.91	192.705
1100.31	194.655
1101.71	198.138
1103.1	194.092
1104.5	195.289
1105.89	198.097
1107.29	197.382
1108.68	191.268
1110.07	193.715
1111.47	199.798
1112.86	199.416
1114.26	195.197
1115.65	203.582
1117.04	212.448
1118.43	215.858
1119.83	207.769
1121.22	207.568
1122.61	200.057
1124	198.669
1125.4	197.007
1126.79	198.694
1128.18	196.313
1129.57	204.344
1130.96	220.54
1132.35	223.999
1133.74	217.424
1135.13	207.691
1136.53	210.883
1137.92	212.269
1139.31	212.171
1140.7	220.671
1142.09	233.496
1143.48	233.529
1144.86	223.769
1146.25	226.007
1147.64	235
1149.03	237.892
1150.42	239.57
1151.81	239.988
1153.2	234.568
1154.58	233.502
1155.97	242.98
1157.36	250.926
1158.75	250.173
1160.13	251.728
1161.52	258.664
1162.91	266.49
1164.29	272.753
1165.68	270.175
1167.07	263.012
1168.45	257.123
1169.84	260.715
1171.22	263.972
1172.61	267.081
1174	262.732
1175.38	263.189
1176.76	266.73
1178.15	273.969
1179.53	272.732
1180.92	266.021
1182.3	260.5
1183.69	265.482
1185.07	276.536
1186.45	281.033
1187.84	280.815
1189.22	282.96
1190.6	281.17
1191.99	280.199
1193.37	284.597
1194.75	288.938
1196.13	286.837
